SMILES,N,ALogPS_logP,ALogPS_logS,HALOG,MW,N,NA,NH,O,P,PSA,S,SdCH2,SdssC,Se1C1C4s,Se1C2C2ss,Se1C2C3sd,Se1C2C3ss,Se1C3C3ds,Se1C3C4ss,Se2C1C3s,SsCH3,SssCH2,SsssCH,SssssC,aCNOS,ACCEPTORS,RBONDS,SaaCH,SaasC,SdO,SdO(ester),Se1C1C3s,Se1C1O2s,Se1C3Cl1a,Se1C3O2as,Se1C3O2ds,Se1C3O2ss,Se2C3O1s,SeaC2C2aa,SeaC2C3aa,SeaC3C3aa,SsCl,SssO,SssO(ester),DONORS,Se1C1C2s,Se1C2O1s,Se1C2O2ss,Se1C3O1s,SsOH,SsOH(alc),Se1C1C3d,Se1C2C4ss,Se1C4C4ss,SdsCH,Se1C2C2ds,Se2C2C2ss,SdO(keto),Se1C2C2dd,Se2C2O1s,SaaN,SaasN,Se1C1C3a,Se1C2N3sa,SeaC3N2aa,SeaC3N3aa,SeaN2N3aa,Se1C1C2d,Se1C2C3ds,Se1C3C3ss,Se2C2C3ss,SdO(acid),Se1C2S2ss,Se1C3N2as,Se1C3O1d,Se1C3S2as,SsOH(acid),SssNH,SssNH(ar),SssS,Se1C3C3as,Se1C3Cl1s,SdO(amid),Se1C2N3ss,Se1C3C4ds,Se1C3N2ds,Se1C3N3ds,Se1C4N3ss,SssNH(oth),SsssN,SsssN(oth),SaaaC,Se1C2C3sa,Se1C3C3ad,Se1C3N3da,Se1C2N2ss,Se1C2Si4ss,Se1C3N1d,Se1O2Si4ss,SsNH2,SsNH2(oth),SssssSi,Se1C2N1s,SsNH2(al),Se1N3Br1s,Se1N3Cl1s,SsBr,Se1C3C4as,Se1C4F1s,SsF,SdO(nitro),SddsN,SddsN(nitro),Se1C3N==ad,Se2NO2,Se1C2S1s,SsSH,Se1C1N3s,Se1C2N3ds,Se1C3C3dd,Se1C3O1a,SsOH(phen),Se2C1C2s,Se1C2C3dd,Se1C3N3as,Se1C1Si3s,Se1C1Si4s,Se1O2Si3ss,SsssSiH,SsssN(al),SeaC2N2aa,Se1C2C3da,Se1C2Br1s,Se1C3Cl1d,SdsN,Se1C3N2ad,Se2C3N2ss,Se1C2Si4ds,Se1C3N1a,SsNH2(ar),Se1C4O2ss,Se1C2C4ts,Se1C4O1s,Se3C1C2s,StCH,StsC,SssNH(al),Se1N2O1d,Se1C2C2st,Se3C2C2ss,Se1C3C3aa,Se1C2Cl1s,SdsssP,Se1O2P4sd,Se2O1P4s,SaaS,Se1C3S1a,SeaC3S2aa,Se1C2C3ts,Se3C2N1s,StN,Se1C4Br1s,Se1C3N2ss,Se1C3Br1a,Se1O2O2ss,Se1C2C3ta,Se1C2O2ds,Se1C3N2sd,Se1C3N3ss,Se2N2N2st,Se3N1N2d,StdN,Se2C3C3ss,SeaC2N3aa,Se1N1N3a,SeaN2N2aa,SdO(sulfo),SddssS,Se1N3S4ad,Se1N3S4sd,Se2O1S4d,Se1C4Cl1s,SdsN(nitro),Se2N2O1s,Se1C3S4ad,Se1N1S4d,Se1N3S2ss,Se1S2S2ss,SsssN(ar),Se1C3S2ds,Se1C4N2ss,Se1C2N2ds,Se1C3F1d,SdS,Se2C3S1s,Se1O1S4d,Se1O2S4sd,Se1N2S4sd,Se1C1S2s,SeaN2S2aa,Se2N2N2ss,Se1C2C4ds,Se1C4S2ss,Se2C2N2ss,Se1C1N2s,Se1C1S4d,Se1C4S4sd,Se1N2O2ds,SdssS,Se1C1S3d,Se1C4S3sd,Se2O1S3s,SaaO,Se1C3I1a,SeaC3O2aa,SsI,Se1C2S1t,Se1C3F1a,SeaN2O2aa,Se1P4S2ds,SaaNH,Se1C1N3a,SeaC2NHaa,SeaC3NHaa,SdssN,Se1C2N3psd,Se2C3N3pss,Se2P4S1s,Se1C1N4ps,Se1C2N4pss,SssssN,Se1C2S3sd,Se1C3S3ad,Se1C1P4d,Se1B3O1s,SsssB,Se1C3Br1d,Se1N2N3ds,Se1C2S4sd,Se1C3N2dd,Se1C3N3aa,Se1N2Cl1s,Se1N3O1s,Se1C3N3sa,Se1C3N1s,SeaC2S2aa,SeaC2O2aa,Se1N2O1s,Se1N2P4sd,Se1N3P4sd,Se1O1P4d,Se1C3S2ss,Se1C3S4sd,SdssPH,Se1O2P3sd,Se2O1P3s,Se1C1N3pa,SeaC3N3paa,SeaN3N3paa,Se1C3F1s,Se1O2P3ss,SsssP,SdsssAs,Se1C1As4d,Se1O1As4d,Se2O1As4s,Se1C1Sn4s,Se1Cl1Sn4s,SssssSn,Se1N2N==dd,Se1O2S3sd,Se1C3P4ad,Se1C4N2sd,Se1N2N3ss,Se1C3Si4as,Se2C1O1,Se1C2N1d,Se3As1In1,StAs,StIn,Se1N1N2s,Se1N3O2ss,Se1N2N2ss,Se1C3S1d,Se1C2C3td,Se1N1P4d,SdsSH,Se1C3S2ad,Se2C3S2ss,Se1N1N3s,Se1N2N2dd,Se1C3N2pss,SssNH2,SssNH2(al),SdsssN,SdsssN(oth),Se1C1N4d,Se1C2N4sd,Se2N4O1s,Se1C2S2ds,SaaaN,Se1N==O2ds,Se1C2S4dd,Se1C3P3as,Se1P3Cl1s,Se1C3Hg2as,Se1O2Hg2ss,SssHg,SdssSi,Se1C1Si3d,Se2O1Si3s,SddsCl,Se1O1Cl3d,Se2O1Cl3d,Se1N2N2ds,Se1C2N2sd,SdNH,SddN,Se2N1N2pd,SdsCl,Se1O1Cl2d,Se2O1Cl2s,Se1C2F1s,Se1B4F1s,SssssBH,Se1C2Cl1d,Se1C4N1s,Se1C4S1s,SeaN2NHaa,Se1C3P4sd,Se1C3Br1s,SaadN,SaadN(oth),Se2N3O1a,Se1C3N==dd,Se2C3N1s,Se1C4N==sd,Se1C2S2ts,Se1C2I1t,Se1C2N2td,Se1C2C2dt,SddC,Se2C2N2ds,Se2C2S1d,SsOH(zwit),Se1C2Sn4ss,Se1O1O2s,Se1C2N1t,Se1C2N2ts,Se1C3S4dd,Se1C2P4sd,Se1N3N3ss,Se1C1N3pd,Se1N2Si4ss,Se1C1N2d,Se1C1C2t,Se1C2N2dd,Se1C2N==sd,SdddN,SdddN(nitro),Se2N3O1d,SddSi,Se2O1Si2d,Se1B3C3sa,Se1N3pO1a,SeaC2N3paa
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1401,3.69,-4.84,0,344.5,0,25,32,3,0,43.37,0,0,1.722,3.517,5.182,2.946,4.158,0,1.394,0,6.69,9.171,2.235,0.3933,0,3,3,0,0,23.78,11.88,0,0,0,0,3.494,3.77,15.41,0,0,0,0,5.864,5.864,0,1.48,0,0,0,0,0,0,1.718,0,1.98,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,1.671,2.094,0,0,0,0,0,0,0,0,0,0,0,0,0,1.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1,1402,4.99,-5.18,4,747.8,0,22,8,4,0,66.76,0,0,-0.8584,0,0,0.1264,0,0,0,0,0,-0.01261,0,0,12,2,4,7.135,5.427,10.81,0,0,0,0,7.537,0,0,6.51,0,12.16,3.465,0,5.933,0,2,0,0,0,0,18.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.81,0,0,5.361,0,8.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.426,9.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.975,0,8.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClC1=C2C(=O)OC(=O)C2=C(Cl)C(Cl)=C1Cl,1403,3.77,-4.93,4,285.9,0,15,0,3,0,43.37,0,0,-1.749,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,-0.682,22.45,22.45,0,0,16,0,5.904,0,14.63,0,0,2.37,22.92,4.339,4.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC(F)C(F)(F)OCC(CN1C=NC=N1)C2=C(Cl)C=C(Cl)C=C2,1404,4,-4.34,6,372.2,3,23,11,1,0,39.94,0,0,0,0,0,0,-0.1998,0,-2.717,0,0,-0.6119,-4.665,-4.542,11,4,7,7.091,1,0,0,0,0,8.121,0,0,0,0,1.891,5.286,0.7464,11.85,4.105,0,0,0,0,2.646,0,0,0,0,0,0,0,0,0,0,0,0,7.585,1.361,0,0.9735,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.78,50.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.503,0,0,0,0,0,0,0,0,0,1.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCCCC(O)=O,1405,6.1,-5.13,0,228.4,0,16,28,2,0,37.3,0,0,-0.6566,0,14.65,0.3794,0,0,0,0,2.247,14.36,0,0,0,1,12,0,0,10.26,0,0,0,0,0,0,0,6.068,0,0,0,0,0,0,1,1.868,0,0,0,8.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.26,0,0,5.03,0,8.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCCOCCOCCOCCO,1406,-0.98,-0.26,0,194.3,0,13,18,5,0,68.15,0,0,0,0,2.094,0,0,0,0,0,0,2.764,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.02,0,2,0,9.523,16.88,0,16.71,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)C(=S)SSC(=S)N(CC)CC,1407,3.88,-4.37,0,296.6,2,16,20,0,0,6.48,4,0,1.842,0,0,0,0,0,0,0,8.459,3.837,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.184,0,0,0,6.377,0,0,3.372,0,0,4.329,4.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.724,0,2.833,0,0,0,10.68,7.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCC1CCCO1,1408,-0.28,0.44,0,102.2,0,7,10,2,0,29.46,0,0,0,0,1.821,0,1.039,0,0,0,0,3.187,0.1528,0,0,1,1,0,0,0,0,0,0,0,0,0,3.206,0,0,0,0,0,5.052,0,1,0,5.1,3.334,0,8.441,8.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CCC2=C(C1)C=CC=C2,1409,3.79,-3.74,0,132.2,0,10,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5.375,0,0,6,0,0,8.803,3.155,0,0,0,0,0,0,0,0,0,6.668,3.931,1.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1410,2.84,-3.64,0,331.5,1,24,25,4,0,63.68,0,0,1.53,2.972,3.029,1.828,0,0.2448,0.1453,0,8.091,2.918,-0.04713,-0.1341,0,5,5,0,0,37.05,12.38,0,0,0,0,3.39,0,24.9,0,0,0,0,5.334,5.334,0,0,0,3.179,0,0,0,3.689,0,0,2.096,0,0,0,0,0,0,0,0,0,0,0,0,0,1.544,0.2189,1.909,0,0,0,0,0,0,0,0,0,0,0,24.66,0.8452,0,0,2.085,0,0,1.083,1.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCO[Si](OCCC)(OCCC)OCCC,1411,4.17,-3.31,0,264.5,0,17,28,4,0,36.92,0,0,0,0,3.495,0,0,0,0,0,8.272,6.272,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.03,0,0,6.474,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.416,0,0,-2.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1N(C2CCC(=O)NC2=O)C(=O)C3=CC=CC=C13,1412,0.43,-2.01,0,258.2,2,19,10,4,0,83.55,0,0,-1.922,0,0.5225,0.3773,0.05347,-0.154,0,0,0,0.3055,-0.8981,0,6,5,1,6.443,0.6059,47.2,0,0,0,0,0,0,0,31.34,5.766,2.713,0.642,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,47.2,0,0,3.147,1.858,0,2.15,0.9508,0.9508,0,0,0.6544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN1C2=C(NC=N2)C(=O)N(C)C1=O,1413,-0.27,-0.9,0,180.2,4,13,8,2,0,69.3,0,0,-0.722,0,0,0,0,0,0,0,3,0,0,0,5,5,0,1.394,0.734,22.81,0,0,0,0,0,0,0,14.85,0,0,0.4236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.875,0,0,0,2.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.81,0,0,0,2.495,0,0,2.369,2.369,0,0,0.3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.332,0,0,0,0,0,0,1.134,0,0,0,0,0,3.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.693,0,2.355,1.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
